# 847 Layer-(c) reference-reachability — per-reference. MEASURE not verdict. INPUT for ai-01 synthesis. GATED jsboige ratification. 0 prod CSV.
"# bucket in {wikipedia-stable, archive-repointed, dictionary-known, alive, dead, unknown, unparseable}. WMF/archive/dictionary = deterministic allowlist; long-tail = read-only HEAD probe."
pk,lang,host,url,bucket
778,en,thinklikeacop.org,http://www.thinklikeacop.org/Military%20Manuals/Attacking%20Faulty%20Reasoning.pdf,dictionary-known
779,fr,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/168/Stolen-Concept-Fallacy,dictionary-known
779,en,rationalwiki.org,http://rationalwiki.org/wiki/Self-refuting_idea,dead
780,en,don-lindsay-archive.org,http://www.don-lindsay-archive.org/skeptic/arguments.html#contradiction,archive-repointed
781,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Logique_du_chaudron,wikipedia-stable
781,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Kettle_logic,wikipedia-stable
782,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Inconsistent_triad,wikipedia-stable
783,en,thinklikeacop.org,http://www.thinklikeacop.org/Military%20Manuals/Attacking%20Faulty%20Reasoning.pdf,dictionary-known
784,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Syllogisme,wikipedia-stable
784,en,fallacyfiles.org,http://www.fallacyfiles.org/syllfall.html,dictionary-known
784,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D0%BB%D0%BE%D0%B3%D0%B8%D1%81%D1%82%D0%B8%D0%BA%D0%B0,wikipedia-stable
784,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Silogismo,wikipedia-stable
784,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D9%82%D9%8A%D8%A7%D8%B3%20%28%D9%85%D9%86%D8%B7%D9%82%29,wikipedia-stable
784,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Silogismo,wikipedia-stable
784,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E7%9B%B4%E8%A8%80%E4%B8%89%E6%AE%B5%E8%AE%BA,wikipedia-stable
784,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D9%82%DB%8C%D8%A7%D8%B3,wikipedia-stable
786,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fallacy_of_the_undistributed_middle,wikipedia-stable
787,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Politician%27s_syllogism,wikipedia-stable
788,fr,thinklikeacop.org,http://www.thinklikeacop.org/Military%20Manuals/Attacking%20Faulty%20Reasoning.pdf,dictionary-known
788,en,fallacyfiles.org,http://www.fallacyfiles.org/illicitp.html,dictionary-known
789,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Illicit_major,wikipedia-stable
790,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Illicit_minor,wikipedia-stable
792,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Affirmative_conclusion_from_a_negative_premise,wikipedia-stable
793,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Negative_conclusion_from_affirmative_premises,wikipedia-stable
794,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fallacy_of_exclusive_premises,wikipedia-stable
796,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Quaternio_terminorum,wikipedia-stable
796,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fallacy_of_four_terms,wikipedia-stable
796,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/Учетверение_терминов,wikipedia-stable
797,en,infidels.org,https://infidels.org/library/modern/mathew/logic.html#alterapars,dictionary-known
799,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fallacies_of_definition,wikipedia-stable
800,en,ditext.com,http://www.ditext.com/fearnside/10.html,dictionary-known
801,en,logicallyfallacious.com,https://www.logicallyfallacious.com/logicalfallacies/Failure-to-Elucidate,dictionary-known
802,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Loki%27s_Wager,wikipedia-stable
803,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Essentially_contested_concept,wikipedia-stable
804,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Arbitraire,wikipedia-stable
804,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Arbitrariness#Philosophy,wikipedia-stable
805,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fallacies_of_definition#Incongruity:_overly_broad_or_narrow,wikipedia-stable
806,en,onegoodmove.org,http://www.onegoodmove.org/fallacy/broad.htm,alive
807,en,onegoodmove.org,http://www.onegoodmove.org/fallacy/narrow.htm,alive
808,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Correlative-based_fallacies,wikipedia-stable
809,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Suppressed_correlative,wikipedia-stable
810,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Denying_the_correlative,wikipedia-stable
811,en,rationalwiki.org,https://rationalwiki.org/wiki/Phantom_distinction,dead
812,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Emotive_conjugation,wikipedia-stable
813,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Sophisme_du_vrai_%C3%89cossais,wikipedia-stable
813,en,en.wikipedia.org,https://en.wikipedia.org/wiki/No_true_Scotsman,wikipedia-stable
814,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Faux_dilemme,wikipedia-stable
814,en,en.wikipedia.org,https://en.wikipedia.org/wiki/False_dilemma,wikipedia-stable
815,en,don-lindsay-archive.org,http://www.don-lindsay-archive.org/skeptic/arguments.html#short,archive-repointed
816,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Ou_vous_%C3%AAtes_avec_nous,wikipedia-stable
816,en,,_ou_vous_%C3%AAtes_contre_nous,unparseable
817,fr,fr.wikipedia.org,"https://fr.wikipedia.org/wiki/Distorsion_cognitive#Fractionnement_(pens%C3%A9e_%C2%AB_tout_ou_rien_%C2%BB,_pens%C3%A9e_%C2%AB_noir_ou_blanc_%C2%BB,_pens%C3%A9e_dichotomique)",wikipedia-stable
817,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Splitting_(psychology),wikipedia-stable
818,en,criticalthinkingacademy.net,https://criticalthinkingacademy.net/index.php/blog/entry/the-perfectionist-fallacy,unknown
820,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Weasel_word,wikipedia-stable
821,en,ditext.com,http://www.ditext.com/fearnside/51.html,dictionary-known
822,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Élément_de_langage,wikipedia-stable
822,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Talking_point,wikipedia-stable
823,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Doublespeak,wikipedia-stable
823,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Doublespeak,wikipedia-stable
823,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%A5%D8%A8%D9%87%D8%A7%D9%85%20%28%D8%A7%D8%B3%D8%AA%D8%B9%D9%85%D8%A7%D9%84%20%D8%A7%D9%84%D9%84%D8%BA%D8%A9%29,wikipedia-stable
823,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Doble%20discurso,wikipedia-stable
823,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E9%9B%99%E8%A8%80%E5%B7%A7%E8%AA%9E,wikipedia-stable
824,en,rationalwiki.org,http://rationalwiki.org/wiki/One-way_hash_argument,dead
825,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Buzzword,wikipedia-stable
825,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Buzzword,wikipedia-stable
825,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%B4%D0%BD%D1%8B%D0%B5%20%D1%81%D0%BB%D0%BE%D0%B2%D0%B0,wikipedia-stable
825,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Palabra%20de%20moda,wikipedia-stable
825,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E6%99%82%E9%AB%A6%E8%A1%93%E8%AA%9E,wikipedia-stable
825,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D9%88%D8%A7%DA%98%D9%87%20%D8%A8%D8%A7%D8%A8%20%D8%B1%D9%88%D8%B2,wikipedia-stable
827,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/70/Conflicting-Conditions,dictionary-known
828,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/168/Stolen-Concept-Fallacy,dictionary-known
829,en,rationalwiki.org,http://rationalwiki.org/wiki/Circular_reasoning,dead
830,en,rationalwiki.org,http://rationalwiki.org/wiki/Argumentum_ad_dictionarium,dead
831,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Definist_fallacy,wikipedia-stable
832,en,springer.com,http://www.springer.com/us/book/9783319207827,alive
834,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/97/Faulty-Comparison,dictionary-known
835,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Incomplete_comparison,wikipedia-stable
836,en,ditext.com,http://www.ditext.com/fearnside/8.html#b,dictionary-known
837,en,seekfind.net,https://www.seekfind.net/Inconsistent_Comparison_Fallacy.html,dictionary-known
838,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/80/Distinction-Without-a-Difference,dictionary-known
839,fr,sceptiques.qc.ca,http://www.sceptiques.qc.ca/dictionnaire/falseanalogy.html,dictionary-known
839,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Argument_from_analogy#False_analogy,wikipedia-stable
840,en,fallacyfiles.org,http://www.fallacyfiles.org/qbanalog.html,dictionary-known
841,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/84/Extended-Analogy,dictionary-known
842,en,don-lindsay-archive.org,http://www.don-lindsay-archive.org/skeptic/arguments.html#similarity,archive-repointed
843,en,en.wikipedia.org,https://en.wikipedia.org/wiki/False_equivalence,wikipedia-stable
844,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Sophisme_par_association,wikipedia-stable
844,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Association_fallacy,wikipedia-stable
845,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Amalgame_(communication),wikipedia-stable
845,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Conflation,wikipedia-stable
845,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Confla%C3%A7%C3%A3o,wikipedia-stable
846,fr,yourlogicalfallacyis.com,https://yourlogicalfallacyis.com/fr/ambiguite,dictionary-known
846,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/17/Ambiguity-Fallacy,dictionary-known
847,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Amphibologie,wikipedia-stable
847,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Syntactic_ambiguity,wikipedia-stable
848,en,cybertext.wordpress.com,https://cybertext.wordpress.com/2012/11/22/a-light-hearted-look-at-how-punctuation-can-change-meaning/,alive
849,en,fallacyfiles.org,http://www.fallacyfiles.org/modlscop.html,dictionary-known
850,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Quantifier_shift,wikipedia-stable
851,en,rationalwiki.org,http://rationalwiki.org/wiki/Fallacy_of_accent,dead
852,en,thinklikeacop.org,http://www.thinklikeacop.org/Military%20Manuals/Attacking%20Faulty%20Reasoning.pdf,dictionary-known
853,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Sol%C3%A9cisme,wikipedia-stable
853,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Solecism,wikipedia-stable
853,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%B5%D1%86%D0%B8%D0%B7%D0%BC,wikipedia-stable
853,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Solecismo,wikipedia-stable
853,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D9%84%D8%AD%D9%86%20%28%D9%86%D8%AD%D9%88%29,wikipedia-stable
853,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Solecismo,wikipedia-stable
853,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E7%97%85%E5%8F%A5,wikipedia-stable
853,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D8%AE%D8%B7%D8%A7%DB%8C%20%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%DB%8C,wikipedia-stable
854,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Barbarisme,wikipedia-stable
854,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Barbarism_(linguistics),wikipedia-stable
855,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/%C3%89quivoque,wikipedia-stable
855,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Equivocation,wikipedia-stable
855,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%B2%D0%B8%D0%B2%D0%BE%D0%BA%D0%B0%D1%86%D0%B8%D1%8F,wikipedia-stable
855,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Equ%C3%ADvoco,wikipedia-stable
855,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%AA%D8%A8%D8%A7%D8%B3%20%D9%84%D9%81%D8%B8%D9%8A,wikipedia-stable
855,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Equ%C3%ADvoco%20%28falacia%29,wikipedia-stable
855,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E8%AF%AD%E4%B9%89%E5%8F%8C%E5%85%B3,wikipedia-stable
855,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D9%85%D8%BA%D8%A7%D9%84%D8%B7%D9%87%20%D8%A7%D8%B4%D8%AA%D8%B1%D8%A7%DA%A9%20%D9%84%D9%81%D8%B8,wikipedia-stable
856,en,fallacyfiles.org,http://www.fallacyfiles.org/vaguenes.html,dictionary-known
857,en,en.wikipedia.org,https://en.wikipedia.org/wiki/False_precision,wikipedia-stable
858,en,fallacyfiles.org,http://www.fallacyfiles.org/fallheap.html#Note4,dictionary-known
859,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/58/Argument-of-the-Beard,dictionary-known
860,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Onomasiology#Lexical_change,wikipedia-stable
861,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Mondegreen,wikipedia-stable
861,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%BB%D1%8B%D1%88%D0%BA%D0%B0,wikipedia-stable
861,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Virundum,wikipedia-stable
861,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Pomporruta,wikipedia-stable
862,fr,fr.wikisource.org,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_II,wikipedia-stable
862,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Homonym,wikipedia-stable
862,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%9E%D0%BC%D0%BE%D0%BD%D0%B8%D0%BC%D1%8B,wikipedia-stable
862,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Hom%C3%B3nimo,wikipedia-stable
862,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D9%85%D8%AC%D8%A7%D9%86%D8%B3%D8%A9%20%D9%84%D9%81%D8%B8%D9%8A%D8%A9,wikipedia-stable
862,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Hom%C3%B3nimo,wikipedia-stable
862,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E5%90%8C%E5%BD%A2%E5%90%8C%E9%9F%B3%E8%AF%8D,wikipedia-stable
862,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D9%87%D9%85%E2%80%8C%D9%86%D8%A7%D9%85%20%28%D8%B2%D8%A8%D8%A7%D9%86%E2%80%8C%D8%B4%D9%86%D8%A7%D8%B3%DB%8C%29,wikipedia-stable
863,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Heterosemy,wikipedia-stable
864,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Jingle-jangle_fallacies,wikipedia-stable
865,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Semantic_change,wikipedia-stable
866,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Métonymie,wikipedia-stable
866,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Metonymy,wikipedia-stable
866,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%82%D0%BE%D0%BD%D0%B8%D0%BC%D0%B8%D1%8F,wikipedia-stable
866,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Meton%C3%ADmia,wikipedia-stable
866,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D9%83%D9%86%D8%A7%D9%8A%D8%A9,wikipedia-stable
866,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Metonimia,wikipedia-stable
866,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E8%BD%89%E5%96%BB,wikipedia-stable
866,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%DA%A9%D9%86%D8%A7%DB%8C%D9%87,wikipedia-stable
867,en,logicallyfallacious.com,https://www.logicallyfallacious.com/logicalfallacies/Type-Token-Fallacy,dictionary-known
868,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Idola_fori,wikipedia-stable
869,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/R%C3%A9ification,wikipedia-stable
869,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Reification_(fallacy),wikipedia-stable
870,en,oxfordreference.com,https://www.oxfordreference.com/display/10.1093/oi/authority.20110803100410326?rskey=lUniXs&result=15,dictionary-known
871,en,rationalwiki.org,http://rationalwiki.org/wiki/Word_magic,dead
872,en,rationalwiki.org,https://rationalwiki.org/wiki/Mistaking_the_map_for_the_territory,dead
873,en,logicallyfallacious.com,https://www.logicallyfallacious.com/logicalfallacies/Use-Mention-Error.html,dictionary-known
874,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Simulacre,wikipedia-stable
874,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Simulacrum,wikipedia-stable
875,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Sophisme_de_la_motte_castrale,wikipedia-stable
875,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Motte-and-bailey_fallacy,wikipedia-stable
877,en,skepdic.com,http://skepdic.com/falseimplication.html,dictionary-known
878,en,thoughtco.com,https://www.thoughtco.com/what-is-an-innuendo-1691175,dictionary-known
879,en,rationalwiki.org,http://rationalwiki.org/wiki/Damning_with_faint_praise,dead
880,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Blind_item,wikipedia-stable
881,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Propagande_grise,wikipedia-stable
881,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Propaganda#Types,wikipedia-stable
882,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Whispering_campaign,wikipedia-stable
883,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Propagande_noire,wikipedia-stable
883,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Propaganda#Types,wikipedia-stable
884,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Covert_interrogation,wikipedia-stable
885,fr,fr.wiktionary.org,https://fr.wiktionary.org/wiki/pr%C3%AAcher_le_faux_pour_savoir_le_vrai,wikipedia-stable
886,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Polytely,wikipedia-stable
887,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Tricherie,wikipedia-stable
887,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Cheating,wikipedia-stable
888,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/241/Spin-Doctoring,dictionary-known
889,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Mensonge,wikipedia-stable
889,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Lie,wikipedia-stable
889,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B6%D1%8C,wikipedia-stable
889,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Mentira,wikipedia-stable
889,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D9%83%D8%B0%D8%A8,wikipedia-stable
889,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Mentira,wikipedia-stable
889,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E8%B0%8E%E8%A8%80,wikipedia-stable
889,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%D9%88%D8%BA,wikipedia-stable
890,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Half-truth,wikipedia-stable
891,fr,vert.eco,https://vert.eco/wp-content/uploads/2022/04/techniques-du-deni-scientifique.pdf,alive
891,en,climatechangecommunication.org,https://www.climatechangecommunication.org/wp-content/uploads/2020/11/Cook_2020_deconstructing_denial.pdf,dead
892,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Minimisation_(psychology),wikipedia-stable
893,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Exaggeration,wikipedia-stable
894,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/%C3%89pouvantail_(rh%C3%A9torique),wikipedia-stable
894,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Straw_man,wikipedia-stable
895,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Distorsion_cognitive#Amplification_et_minimisation,wikipedia-stable
895,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Cognitive_distortion#Magnification_and_minimization,wikipedia-stable
896,en,don-lindsay-archive.org,http://www.don-lindsay-archive.org/skeptic/arguments.html#outdated,archive-repointed
897,fr,don-lindsay-archive.org,http://www.don-lindsay-archive.org/skeptic/arguments.html#pious_fraud,archive-repointed
897,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Pious_fraud,wikipedia-stable
898,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Lie#Polite_lie_and_butler_lie,wikipedia-stable
899,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Noble_lie,wikipedia-stable
900,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Restriction_mentale,wikipedia-stable
900,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Mental_reservation,wikipedia-stable
901,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Economical_with_the_truth,wikipedia-stable
902,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Mensonge#Cas_du_mensonge_par_omission,wikipedia-stable
902,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Lie#Types_and_associated_terms,wikipedia-stable
903,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Prémisse_fausse,wikipedia-stable
903,en,en.wikipedia.org,https://en.wikipedia.org/wiki/False_premise,wikipedia-stable
904,en,logicallyfallacious.com,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/95/False-Effect,dictionary-known
905,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Limited_hangout,wikipedia-stable
906,en,skepdic.com,http://skepdic.com/falsememory.html,dictionary-known
907,en,skepdic.com,http://skepdic.com/confab.html,dictionary-known
908,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Factoid,wikipedia-stable
908,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%BA%D1%82%D0%BE%D0%B8%D0%B4,wikipedia-stable
908,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Factoide,wikipedia-stable
908,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%AD%D9%82%D9%8A%D9%82%D8%A9%20%D8%AE%D8%A7%D8%B7%D8%A6%D8%A9,wikipedia-stable
908,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Factoide,wikipedia-stable
908,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E5%B0%8F%E9%81%93%E7%9C%9F%E7%9B%B8,wikipedia-stable
909,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Désinformation,wikipedia-stable
909,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Disinformation,wikipedia-stable
909,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B7%D0%B8%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D1%8F,wikipedia-stable
909,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Desinforma%C3%A7%C3%A3o,wikipedia-stable
909,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%AA%D8%B6%D9%84%D9%8A%D9%84,wikipedia-stable
909,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Desinformaci%C3%B3n,wikipedia-stable
909,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E9%80%A0%E8%B0%A3,wikipedia-stable
909,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%D9%88%D8%BA%E2%80%8C%D8%B1%D8%B3%D8%A7%D9%86%DB%8C,wikipedia-stable
910,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Fake_news,wikipedia-stable
910,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Fake_news,wikipedia-stable
911,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Chambre_d'écho_(médias),wikipedia-stable
911,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Echo_chamber_(media),wikipedia-stable
912,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Astroturfing,wikipedia-stable
912,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Astroturfing,wikipedia-stable
912,ru,ru.wikipedia.org,https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%82%D1%80%D0%BE%D1%82%D1%83%D1%80%D1%84%D0%B8%D0%BD%D0%B3,wikipedia-stable
912,pt,pt.wikipedia.org,https://pt.wikipedia.org/wiki/Astroturfing,wikipedia-stable
912,ar,ar.wikipedia.org,https://ar.wikipedia.org/wiki/%D8%AF%D8%B9%D8%A7%D9%8A%D8%A9%20%D8%B4%D8%B9%D8%A8%D9%8A%D8%A9%20%D8%B2%D8%A7%D8%A6%D9%81%D8%A9,wikipedia-stable
912,es,es.wikipedia.org,https://es.wikipedia.org/wiki/Astroturfing,wikipedia-stable
912,zh,zh.wikipedia.org,https://zh.wikipedia.org/wiki/%E8%8D%89%E6%A0%B9%E8%90%A5%E9%94%80,wikipedia-stable
912,fa,fa.wikipedia.org,https://fa.wikipedia.org/wiki/%D9%85%D8%B1%D8%AF%D9%85%E2%80%8C%D9%86%D9%85%D8%A7%DB%8C%DB%8C,wikipedia-stable
913,en,rationalwiki.org,http://rationalwiki.org/wiki/Canard,dead
914,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Dead_cat_strategy,wikipedia-stable
915,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Lance_%C3%A0_incendie_du_mensonge,wikipedia-stable
915,en,en.wikipedia.org,https://en.wikipedia.org/wiki/Firehose_of_falsehood,wikipedia-stable
916,fr,fr.wikipedia.org,https://fr.wikipedia.org/wiki/Rumeur,wikipedia-stable
